,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
812,2015-08-29,5932.046062051616,3708.3989920213835,5761.897480219005,5932.042135422884,5932.050061501863,-1201.5795526313439,-1201.5795526313439,-1201.5795526313439,-719.517640017041,-719.517640017041,-719.517640017041,-482.0619126143026,-482.0619126143026,-482.0619126143026,0.0,0.0,0.0,4730.466509420272
813,2015-08-30,5932.803573763522,4068.9314615952044,6273.580816308451,5932.799419755458,5932.807930896055,-683.6822721282142,-683.6822721282142,-683.6822721282142,-194.74430788150528,-194.74430788150528,-194.74430788150528,-488.93796424670904,-488.93796424670904,-488.93796424670904,0.0,0.0,0.0,5249.121301635308
814,2015-08-31,5933.5610854754295,5420.02900890226,7484.1323692437045,5933.556291033302,5933.565725693542,518.2560895940849,518.2560895940849,518.2560895940849,1012.596313610412,1012.596313610412,1012.596313610412,-494.3402240163271,-494.3402240163271,-494.3402240163271,0.0,0.0,0.0,6451.817175069515
815,2015-09-01,5934.318597187335,4575.621144559818,6685.419385235062,5934.313521336506,5934.323728337019,-274.8011734042526,-274.8011734042526,-274.8011734042526,223.28109760204836,223.28109760204836,223.28109760204836,-498.08227100630097,-498.08227100630097,-498.08227100630097,0.0,0.0,0.0,5659.517423783082
816,2015-09-02,5935.076108899243,4143.470355516433,6204.393945691855,5935.0705616881005,5935.081544036707,-703.5358593834947,-703.5358593834947,-703.5358593834947,-203.56657239899596,-203.56657239899596,-203.56657239899596,-499.9692869844985,-499.9692869844985,-499.9692869844985,0.0,0.0,0.0,5231.540249515749
817,2015-09-03,5935.833620611149,4214.204315836631,6310.905869606638,5935.827809475925,5935.8393757585145,-683.4061738199962,-683.4061738199962,-683.4061738199962,-183.60100500033232,-183.60100500033232,-183.60100500033232,-499.8051688196639,-499.8051688196639,-499.8051688196639,0.0,0.0,0.0,5252.427446791153
818,2015-09-04,5936.591132323055,4429.45355988778,6561.9052458744945,5936.584905548575,5936.597329882652,-431.8481831010974,-431.8481831010974,-431.8481831010974,65.55211408704305,65.55211408704305,65.55211408704305,-497.4002971881404,-497.4002971881404,-497.4002971881404,0.0,0.0,0.0,5504.742949221957
819,2015-09-05,5937.3486440349625,3672.8996515902827,5744.192348987834,5937.3420319686675,5937.355077146197,-1212.0973496636886,-1212.0973496636886,-1212.0973496636886,-719.5176400182568,-719.5176400182568,-719.5176400182568,-492.579709645432,-492.579709645432,-492.579709645432,0.0,0.0,0.0,4725.251294371274
820,2015-09-06,5938.106155746868,4256.498167793762,6330.2075265297235,5938.099149717904,5938.112850031938,-679.9357145317749,-679.9357145317749,-679.9357145317749,-194.7443078833726,-194.7443078833726,-194.7443078833726,-485.1914066484022,-485.1914066484022,-485.1914066484022,0.0,0.0,0.0,5258.170441215094
821,2015-09-07,5938.863667458775,5440.962245187012,7484.339559060982,5938.856118965002,5938.870639993242,537.4818056657372,537.4818056657372,537.4818056657372,1012.5963136091761,1012.5963136091761,1012.5963136091761,-475.1145079434389,-475.1145079434389,-475.1145079434389,0.0,0.0,0.0,6476.345473124512
822,2015-09-08,5939.621179170682,4748.438919829256,6752.140678513407,5939.61336251186,5939.628705282248,-238.98587672284523,-238.98587672284523,-238.98587672284523,223.28109760114592,223.28109760114592,223.28109760114592,-462.2669743239912,-462.2669743239912,-462.2669743239912,0.0,0.0,0.0,5700.635302447837
823,2015-09-09,5940.378690882588,4270.157081306559,6339.481183632802,5940.370679357194,5940.386439905542,-650.1791886617959,-650.1791886617959,-650.1791886617959,-203.5665723989241,-203.5665723989241,-203.5665723989241,-446.6126162628718,-446.6126162628718,-446.6126162628718,0.0,0.0,0.0,5290.199502220792
824,2015-09-10,5941.1362025944945,4192.157101544745,6375.934929669585,5941.127944525108,5941.144241949285,-611.7681312482332,-611.7681312482332,-611.7681312482332,-183.60100499980226,-183.60100499980226,-183.60100499980226,-428.1671262484309,-428.1671262484309,-428.1671262484309,0.0,0.0,0.0,5329.368071346262
825,2015-09-11,5941.893714306401,4535.8327855880025,6659.448566549358,5941.885154602625,5941.901956391922,-341.4507813458427,-341.4507813458427,-341.4507813458427,65.55211408524575,65.55211408524575,65.55211408524575,-407.0028954310885,-407.0028954310885,-407.0028954310885,0.0,0.0,0.0,5600.442932960558
826,2015-09-12,5942.651226018307,3765.1609742022483,5858.269794118734,5942.64211922099,5942.660037847061,-1102.7700468104713,-1102.7700468104713,-1102.7700468104713,-719.5176400189189,-719.5176400189189,-719.5176400189189,-383.2524067915523,-383.2524067915523,-383.2524067915523,0.0,0.0,0.0,4839.881179207836
827,2015-09-13,5943.408737730214,4352.4877649319415,6501.262256462893,5943.399250856346,5943.4181673879875,-551.8543434998977,-551.8543434998977,-551.8543434998977,-194.74430788149468,-194.74430788149468,-194.74430788149468,-357.110035618403,-357.110035618403,-357.110035618403,0.0,0.0,0.0,5391.554394230317
828,2015-09-14,5944.166249442121,5602.05826906062,7729.150849545432,5944.15618590548,5944.176049838153,683.7641810666901,683.7641810666901,683.7641810666901,1012.5963136096751,1012.5963136096751,1012.5963136096751,-328.8321325429852,-328.8321325429852,-328.8321325429852,0.0,0.0,0.0,6627.930430508811
829,2015-09-15,5944.9237611540275,4750.547474707304,6952.390434908209,5944.913221900324,5944.933969004422,-75.45421587188909,-75.45421587188909,-75.45421587188909,223.28109760071945,223.28109760071945,223.28109760071945,-298.73531347260854,-298.73531347260854,-298.73531347260854,0.0,0.0,0.0,5869.469545282139
830,2015-09-16,5945.681272865933,4412.0720823327165,6569.079110961589,5945.6702724798515,5945.6918421870305,-470.75950546098636,-470.75950546098636,-470.75950546098636,-203.5665723989572,-203.5665723989572,-203.5665723989572,-267.19293306202917,-267.19293306202917,-267.19293306202917,0.0,0.0,0.0,5474.921767404947
831,2015-09-17,5946.438784577841,4397.923822456532,6633.659426238218,5946.427401437893,5946.449839354962,-418.2307773631761,-418.2307773631761,-418.2307773631761,-183.60100500031064,-183.60100500031064,-183.60100500031064,-234.62977236286545,-234.62977236286545,-234.62977236286545,0.0,0.0,0.0,5528.208007214665
832,2015-09-18,5947.196296289747,4762.577716203527,6852.015493297526,5947.184373207735,5947.208157309093,-135.9629113036569,-135.9629113036569,-135.9629113036569,65.55211408687632,65.55211408687632,65.55211408687632,-201.51502539053322,-201.51502539053322,-201.51502539053322,0.0,0.0,0.0,5811.23338498609
833,2015-09-19,5947.953808001653,4085.1394836812715,6121.809115821858,5947.941407158155,5947.966149238427,-887.8713619754037,-887.8713619754037,-887.8713619754037,-719.517640018821,-719.517640018821,-719.517640018821,-168.35372195658275,-168.35372195658275,-168.35372195658275,0.0,0.0,0.0,5060.082446026249
834,2015-09-20,5948.7113197135595,4621.9162113156,6642.574144302492,5948.698404867924,5948.723829930588,-330.42108153296425,-330.42108153296425,-330.42108153296425,-194.7443078808823,-194.7443078808823,-194.7443078808823,-135.67677365208186,-135.67677365208186,-135.67677365208186,0.0,0.0,0.0,5618.290238180595
835,2015-09-21,5949.468831425466,5800.936566395534,7902.445041573805,5949.455485574422,5949.48180454743,908.5664387800401,908.5664387800401,908.5664387800401,1012.5963136101743,1012.5963136101743,1012.5963136101743,-104.02987483013415,-104.02987483013415,-104.02987483013415,0.0,0.0,0.0,6858.035270205506
836,2015-09-22,5950.226343137372,5077.886633588912,7143.587982013689,5950.212403141629,5950.240047741451,149.31956814484877,149.31956814484877,149.31956814484877,223.28109759934088,223.28109759934088,223.28109759934088,-73.9615294544921,-73.9615294544921,-73.9615294544921,0.0,0.0,0.0,6099.545911282221
837,2015-09-23,5950.98385484928,4564.316940945003,6790.608921170317,5950.969468499655,5950.99793038571,-249.5770789189545,-249.5770789189545,-249.5770789189545,-203.56657239888537,-203.56657239888537,-203.56657239888537,-46.0105065200691,-46.0105065200691,-46.0105065200691,0.0,0.0,0.0,5701.406775930325
838,2015-09-24,5951.741366561186,4678.745556403027,6781.018410135533,5951.726631377194,5951.755834179242,-204.29405540474275,-204.29405540474275,-204.29405540474275,-183.60100500045246,-183.60100500045246,-183.60100500045246,-20.693050404290272,-20.693050404290272,-20.693050404290272,0.0,0.0,0.0,5747.447311156443
839,2015-09-25,5952.498878273092,5025.92786272359,7029.954342805562,5952.483715401433,5952.5137595305405,67.06192691757222,67.06192691757222,67.06192691757222,65.55211408618099,65.55211408618099,65.55211408618099,1.5098128313912367,1.5098128313912367,1.5098128313912367,0.0,0.0,0.0,6019.560805190664
840,2015-09-26,5953.256389984999,4242.981492164548,6323.2807821719625,5953.24084821405,5953.2716647887855,-699.353112976263,-699.353112976263,-699.353112976263,-719.5176400181693,-719.5176400181693,-719.5176400181693,20.164527041906386,20.164527041906386,20.164527041906386,0.0,0.0,0.0,5253.903277008736
841,2015-09-27,5954.013901696905,4688.504517224267,6838.553174306412,5953.997978167349,5954.029537459567,-159.84783386125272,-159.84783386125272,-159.84783386125272,-194.74430787900445,-194.74430787900445,-194.74430787900445,34.896474017751714,34.896474017751714,34.896474017751714,0.0,0.0,0.0,5794.166067835652
842,2015-09-28,5954.771413408813,5983.014886553676,8095.80940907461,5954.755104591885,5954.787588040216,1057.9966445128687,1057.9966445128687,1057.9966445128687,1012.5963136099051,1012.5963136099051,1012.5963136099051,45.4003309029638,45.4003309029638,45.4003309029638,0.0,0.0,0.0,7012.768057921681
843,2015-09-29,5955.528925120719,5164.233744438288,7314.8379454046035,5955.512142627237,5955.545700306632,274.7301115504995,274.7301115504995,274.7301115504995,223.28109760110112,223.28109760110112,223.28109760110112,51.449013949398335,51.449013949398335,51.449013949398335,0.0,0.0,0.0,6230.259036671218
